Carcass Drop,Site,Flood,Season,Habitat,Species,group_size,event_length
4SD,9,After Flood,Warm,Closed,Corvid,2,3
4SD,9,After Flood,Warm,Closed,Corvid,2,0
4SD,9,After Flood,Warm,Closed,Corvid,1,0
4SD,9,After Flood,Warm,Closed,Corvid,2,0
4SD,9,After Flood,Warm,Closed,Corvid,1,0
4SD,9,After Flood,Warm,Closed,LittleCrow,2,12
4SD,9,After Flood,Warm,Closed,Corvid,2,0
4SD,9,After Flood,Warm,Closed,Corvid,1,0
4SD,9,After Flood,Warm,Closed,Corvid,1,0
4SD,9,After Flood,Warm,Closed,Corvid,2,0
4SD,9,After Flood,Warm,Closed,Corvid,2,11
4SD,9,After Flood,Warm,Closed,Corvid,2,1
4SD,9,After Flood,Warm,Closed,Corvid,2,33
4SD,9,After Flood,Warm,Closed,Corvid,3,7
4SD,9,After Flood,Warm,Closed,Corvid,3,22
4SD,9,After Flood,Warm,Closed,Corvid,3,21
4SD,9,After Flood,Warm,Closed,Corvid,1,0
4SD,9,After Flood,Warm,Closed,Corvid,1,0
4SD,9,After Flood,Warm,Closed,Corvid,1,0
4SD,9,After Flood,Warm,Closed,Corvid,2,6
4SD,9,After Flood,Warm,Closed,Corvid,2,34
4SD,9,After Flood,Warm,Closed,Corvid,2,13
4SD,9,After Flood,Warm,Closed,Corvid,1,15
4SD,9,After Flood,Warm,Closed,Corvid,1,0
4SD,9,After Flood,Warm,Closed,Corvid,2,1
4SD,9,After Flood,Warm,Closed,Corvid,2,46
4SD,9,After Flood,Warm,Closed,Corvid,2,39
4SD,9,After Flood,Warm,Closed,Corvid,2,17
4SD,9,After Flood,Warm,Closed,LittleCrow,2,4
4SD,9,After Flood,Warm,Closed,Corvid,2,3
4SD,9,After Flood,Warm,Closed,Corvid,2,21
4SD,9,After Flood,Warm,Closed,Corvid,2,6
4SD,9,After Flood,Warm,Closed,Corvid,2,6
4SD,9,After Flood,Warm,Closed,Corvid,1,1
4SD,9,After Flood,Warm,Closed,Corvid,2,3
4SD,9,After Flood,Warm,Closed,LittleCrow,2,23
4SD,9,After Flood,Warm,Closed,Corvid,1,8
4SD,9,After Flood,Warm,Closed,Corvid,1,0
4SD,10,After Flood,Warm,Closed,LittleCrow,2,27
4SD,10,After Flood,Warm,Closed,LittleCrow,4,8
4SD,10,After Flood,Warm,Closed,LittleCrow,4,9
4SD,10,After Flood,Warm,Closed,LittleCrow,4,0
4SD,10,After Flood,Warm,Closed,LittleCrow,4,2
4SD,10,After Flood,Warm,Closed,LittleCrow,4,0
4SD,10,After Flood,Warm,Closed,Corvid,5,6
4SD,10,After Flood,Warm,Closed,Corvid,5,5
4SD,10,After Flood,Warm,Closed,Corvid,5,0
4SD,10,After Flood,Warm,Closed,Corvid,3,0
4SD,10,After Flood,Warm,Closed,Corvid,3,0
4SD,10,After Flood,Warm,Closed,Corvid,2,4
4SD,10,After Flood,Warm,Closed,LittleCrow,6,6
4SD,10,After Flood,Warm,Closed,LittleCrow,6,0
4SD,10,After Flood,Warm,Closed,LittleCrow,6,9
4SD,10,After Flood,Warm,Closed,LittleCrow,6,43
4SD,10,After Flood,Warm,Closed,Corvid,5,75
4SD,10,After Flood,Warm,Closed,LittleCrow,8,34
4SD,10,After Flood,Warm,Closed,LittleCrow,8,5
4SD,10,After Flood,Warm,Closed,LittleCrow,8,0
4SD,10,After Flood,Warm,Closed,LittleCrow,8,0
4SD,10,After Flood,Warm,Closed,LittleCrow,8,21
4SD,10,After Flood,Warm,Closed,LittleCrow,8,1
4SD,10,After Flood,Warm,Closed,LittleCrow,8,215
4SD,10,After Flood,Warm,Closed,LittleCrow,8,44
4SD,10,After Flood,Warm,Closed,LittleCrow,8,30
4SD,10,After Flood,Warm,Closed,LittleCrow,8,2
4SD,10,After Flood,Warm,Closed,LittleCrow,8,4
4SD,10,After Flood,Warm,Closed,LittleCrow,8,0
4SD,10,After Flood,Warm,Closed,LittleCrow,8,9
4SD,10,After Flood,Warm,Closed,LittleCrow,8,3
4SD,10,After Flood,Warm,Closed,LittleCrow,8,27
4SD,10,After Flood,Warm,Closed,Corvid,6,32
4SD,10,After Flood,Warm,Closed,LittleCrow,5,132
4SD,10,After Flood,Warm,Closed,Corvid,5,58
4SD,10,After Flood,Warm,Closed,Corvid,5,88
4SD,10,After Flood,Warm,Closed,Corvid,2,12
4SD,10,After Flood,Warm,Closed,Corvid,3,37
4SD,10,After Flood,Warm,Closed,Corvid,3,70
4SD,10,After Flood,Warm,Closed,Corvid,1,3
4SD,10,After Flood,Warm,Closed,Corvid,2,0
4SD,10,After Flood,Warm,Closed,Corvid,4,11
4SD,10,After Flood,Warm,Closed,Corvid,2,0
4SD,10,After Flood,Warm,Closed,Corvid,3,1
4SD,10,After Flood,Warm,Closed,Corvid,3,0
4SD,10,After Flood,Warm,Closed,Corvid,1,0
4SD,10,After Flood,Warm,Closed,Corvid,3,0
4SD,10,After Flood,Warm,Closed,Corvid,4,86
4SD,10,After Flood,Warm,Closed,Corvid,1,5
4SD,10,After Flood,Warm,Closed,LittleCrow,6,17
4SD,10,After Flood,Warm,Closed,LittleCrow,11,117
4SD,10,After Flood,Warm,Closed,Corvid,2,0
4SD,10,After Flood,Warm,Closed,Corvid,2,0
4SD,10,After Flood,Warm,Closed,Corvid,1,0
4SD,10,After Flood,Warm,Closed,Corvid,2,9
4SD,10,After Flood,Warm,Closed,Corvid,3,0
4SD,10,After Flood,Warm,Closed,Corvid,3,118
4SD,10,After Flood,Warm,Closed,Corvid,4,92
4SD,10,After Flood,Warm,Closed,Corvid,2,10
4SD,10,After Flood,Warm,Closed,Corvid,4,15
4SD,10,After Flood,Warm,Closed,Corvid,3,30
4SD,10,After Flood,Warm,Closed,Corvid,1,3
4SD,10,After Flood,Warm,Closed,Corvid,1,10
4SD,10,After Flood,Warm,Closed,LittleCrow,2,33
4SD,10,After Flood,Warm,Closed,Corvid,3,1
4SD,10,After Flood,Warm,Closed,Corvid,2,3
4SD,10,After Flood,Warm,Closed,Corvid,1,0
4SD,10,After Flood,Warm,Closed,Corvid,1,0
4SD,10,After Flood,Warm,Closed,LittleCrow,2,17
4SD,10,After Flood,Warm,Closed,Corvid,1,0
4SD,10,After Flood,Warm,Closed,Corvid,1,0
4SD,10,After Flood,Warm,Closed,LittleCrow,4,25
4SD,10,After Flood,Warm,Closed,Corvid,2,27
4SD,10,After Flood,Warm,Closed,Corvid,1,1
4SD,10,After Flood,Warm,Closed,Corvid,2,10
4SD,10,After Flood,Warm,Closed,Corvid,2,6
4SD,10,After Flood,Warm,Closed,Corvid,1,1
4SD,10,After Flood,Warm,Closed,Corvid,1,0
4SD,10,After Flood,Warm,Closed,Corvid,1,5
4SD,10,After Flood,Warm,Closed,Corvid,1,3
4SD,10,After Flood,Warm,Closed,Corvid,1,0
4SD,10,After Flood,Warm,Closed,Corvid,2,7
4SD,10,After Flood,Warm,Closed,Corvid,1,0
4SD,10,After Flood,Warm,Closed,LittleCrow,4,19
4SD,10,After Flood,Warm,Closed,Corvid,2,12
4SD,10,After Flood,Warm,Closed,Corvid,1,0
4SD,10,After Flood,Warm,Closed,Corvid,2,0
4SD,10,After Flood,Warm,Closed,Corvid,4,21
4SD,10,After Flood,Warm,Closed,Corvid,6,99
4SD,10,After Flood,Warm,Closed,Corvid,6,114
4SD,10,After Flood,Warm,Closed,Corvid,2,9
4SD,10,After Flood,Warm,Closed,Corvid,3,6
4SD,10,After Flood,Warm,Closed,LittleCrow,2,6
4SD,10,After Flood,Warm,Closed,LittleCrow,1,0
4SD,10,After Flood,Warm,Closed,Corvid,2,28
4SD,10,After Flood,Warm,Closed,Corvid,1,2
4SD,10,After Flood,Warm,Closed,Corvid,1,0
4SD,10,After Flood,Warm,Closed,Corvid,1,18
4SD,10,After Flood,Warm,Closed,Corvid,2,24
4SD,10,After Flood,Warm,Closed,Corvid,2,12
4SD,10,After Flood,Warm,Closed,Corvid,2,1
4SD,10,After Flood,Warm,Closed,Corvid,2,6
4SD,10,After Flood,Warm,Closed,Corvid,1,10
4SD,10,After Flood,Warm,Closed,Corvid,1,0
4SD,10,After Flood,Warm,Closed,Corvid,2,0
4SD,10,After Flood,Warm,Closed,Corvid,1,0
4SD,10,After Flood,Warm,Closed,Corvid,1,0
4SD,10,After Flood,Warm,Closed,Corvid,2,9
4SD,10,After Flood,Warm,Closed,Corvid,2,31
4SD,10,After Flood,Warm,Closed,Corvid,3,17
4SD,10,After Flood,Warm,Closed,Corvid,2,13
4SD,10,After Flood,Warm,Closed,Corvid,2,12
4SD,10,After Flood,Warm,Closed,Corvid,2,0
4SD,10,After Flood,Warm,Closed,LittleCrow,2,38
4SD,10,After Flood,Warm,Closed,LittleCrow,2,24
4SD,10,After Flood,Warm,Closed,Corvid,1,8
4SD,10,After Flood,Warm,Closed,Corvid,2,8
4SD,10,After Flood,Warm,Closed,Corvid,1,1
4SD,10,After Flood,Warm,Closed,Corvid,2,0
4SD,10,After Flood,Warm,Closed,Corvid,1,0
4SD,10,After Flood,Warm,Closed,Corvid,2,13
4SD,10,After Flood,Warm,Closed,Corvid,2,0
4SD,10,After Flood,Warm,Closed,Corvid,2,0
4SD,10,After Flood,Warm,Closed,Corvid,2,9
4SD,10,After Flood,Warm,Closed,Corvid,1,0
4SD,10,After Flood,Warm,Closed,Corvid,1,0
4SD,10,After Flood,Warm,Closed,Corvid,2,6
4SD,10,After Flood,Warm,Closed,Corvid,2,0
4SD,10,After Flood,Warm,Closed,Corvid,1,6
4SD,11,After Flood,Warm,Closed,LittleCrow,2,127
4SD,11,After Flood,Warm,Closed,LittleCrow,2,0
4SD,11,After Flood,Warm,Closed,Corvid,2,0
4SD,11,After Flood,Warm,Closed,Corvid,1,20
4SD,11,After Flood,Warm,Closed,Corvid,2,0
4SD,11,After Flood,Warm,Closed,Corvid,2,0
4SD,11,After Flood,Warm,Closed,Corvid,2,3
4SD,11,After Flood,Warm,Closed,Corvid,1,0
4SD,11,After Flood,Warm,Closed,Corvid,2,5
4SD,11,After Flood,Warm,Closed,Corvid,2,2
4SD,11,After Flood,Warm,Closed,Corvid,2,5
4SD,11,After Flood,Warm,Closed,Corvid,2,2
4SD,11,After Flood,Warm,Closed,Corvid,2,3
4SD,11,After Flood,Warm,Closed,Corvid,1,0
4SD,11,After Flood,Warm,Closed,LittleCrow,1,4
4SD,11,After Flood,Warm,Closed,Corvid,2,12
4SD,11,After Flood,Warm,Closed,LittleCrow,1,12
4SD,11,After Flood,Warm,Closed,LittleCrow,2,20
4SD,11,After Flood,Warm,Closed,Corvid,2,11
4SD,11,After Flood,Warm,Closed,Corvid,1,0
4SD,11,After Flood,Warm,Closed,Corvid,1,0
4SD,11,After Flood,Warm,Closed,Corvid,2,0
4SD,11,After Flood,Warm,Closed,Corvid,4,28
4SD,11,After Flood,Warm,Closed,Corvid,1,3
4SD,11,After Flood,Warm,Closed,Corvid,2,18
4SD,11,After Flood,Warm,Closed,Corvid,1,17
4SD,11,After Flood,Warm,Closed,Corvid,2,27
4SD,11,After Flood,Warm,Closed,Corvid,2,25
4SD,11,After Flood,Warm,Closed,Corvid,1,12
4SD,11,After Flood,Warm,Closed,Corvid,1,0
4SD,11,After Flood,Warm,Closed,Corvid,1,0
4SD,11,After Flood,Warm,Closed,Corvid,2,1
4SD,11,After Flood,Warm,Closed,Corvid,2,15
4SD,11,After Flood,Warm,Closed,Corvid,2,0
4SD,11,After Flood,Warm,Closed,Corvid,3,49
4SD,11,After Flood,Warm,Closed,Corvid,2,22
4SD,11,After Flood,Warm,Closed,Corvid,2,42
4SD,11,After Flood,Warm,Closed,Corvid,1,13
4SD,11,After Flood,Warm,Closed,Corvid,1,0
4SD,11,After Flood,Warm,Closed,Corvid,2,3
4SD,11,After Flood,Warm,Closed,Corvid,2,25
4SD,11,After Flood,Warm,Closed,Corvid,1,0
4SD,11,After Flood,Warm,Closed,Corvid,2,31
4SD,11,After Flood,Warm,Closed,Corvid,2,10
4SD,11,After Flood,Warm,Closed,Corvid,2,0
4SD,11,After Flood,Warm,Closed,Corvid,2,3
4SD,11,After Flood,Warm,Closed,Corvid,2,7
4SD,11,After Flood,Warm,Closed,Corvid,2,0
4SD,11,After Flood,Warm,Closed,Corvid,2,6
4SD,11,After Flood,Warm,Closed,Corvid,1,0
4SD,11,After Flood,Warm,Closed,Corvid,1,2
4SD,11,After Flood,Warm,Closed,Corvid,1,2
4SD,11,After Flood,Warm,Closed,Corvid,2,2
4SD,11,After Flood,Warm,Closed,Corvid,1,6
4SD,11,After Flood,Warm,Closed,Corvid,1,0
4SD,11,After Flood,Warm,Closed,Corvid,2,9
4SD,11,After Flood,Warm,Closed,Corvid,1,0
4SD,11,After Flood,Warm,Closed,Corvid,1,14
4SD,11,After Flood,Warm,Closed,Corvid,1,20
4SD,11,After Flood,Warm,Closed,Corvid,1,0
4SD,11,After Flood,Warm,Closed,Corvid,2,0
4SD,11,After Flood,Warm,Closed,Corvid,1,0
4SD,11,After Flood,Warm,Closed,Corvid,2,4
4SD,11,After Flood,Warm,Closed,Corvid,2,0
4SD,11,After Flood,Warm,Closed,Corvid,1,5
4SD,11,After Flood,Warm,Closed,Corvid,1,1
4SD,11,After Flood,Warm,Closed,Corvid,1,3
4SD,11,After Flood,Warm,Closed,Corvid,1,8
4SD,11,After Flood,Warm,Closed,Corvid,2,10
4SD,11,After Flood,Warm,Closed,Corvid,1,0
4SD,11,After Flood,Warm,Closed,Corvid,2,3
4SD,11,After Flood,Warm,Closed,Corvid,2,1
4SD,11,After Flood,Warm,Closed,Corvid,1,8
4SD,11,After Flood,Warm,Closed,Corvid,2,15
4SD,11,After Flood,Warm,Closed,Corvid,1,21
4SD,11,After Flood,Warm,Closed,Corvid,1,7
4SD,11,After Flood,Warm,Closed,Corvid,2,7
4SD,11,After Flood,Warm,Closed,Corvid,2,20
4SD,11,After Flood,Warm,Closed,Corvid,2,13
4SD,11,After Flood,Warm,Closed,Corvid,1,0
4SD,11,After Flood,Warm,Closed,Corvid,2,0
4SD,11,After Flood,Warm,Closed,Corvid,1,4
4SD,11,After Flood,Warm,Closed,Corvid,2,1
4SD,11,After Flood,Warm,Closed,Corvid,1,0
4SD,12,After Flood,Warm,Open,Corvid,1,0
4SD,12,After Flood,Warm,Open,Corvid,7,26
4SD,12,After Flood,Warm,Open,Corvid,1,8
4SD,12,After Flood,Warm,Open,Corvid,2,15
4SD,12,After Flood,Warm,Open,Corvid,1,4
4SD,12,After Flood,Warm,Open,Corvid,1,7
4SD,12,After Flood,Warm,Open,Corvid,3,2
4SD,12,After Flood,Warm,Open,Corvid,1,0
4SD,12,After Flood,Warm,Open,Corvid,4,21
4SD,12,After Flood,Warm,Open,LittleCrow,6,59
4SD,12,After Flood,Warm,Open,LittleCrow,1,18
4SD,12,After Flood,Warm,Open,Corvid,6,58
4SD,12,After Flood,Warm,Open,Corvid,5,94
4SD,12,After Flood,Warm,Open,Corvid,5,4
4SD,12,After Flood,Warm,Open,Corvid,2,12
4SD,12,After Flood,Warm,Open,Corvid,3,100
4SD,12,After Flood,Warm,Open,Corvid,1,1
4SD,12,After Flood,Warm,Open,Corvid,5,73
4SD,12,After Flood,Warm,Open,Corvid,2,20
4SD,12,After Flood,Warm,Open,LittleCrow,6,57
4SD,12,After Flood,Warm,Open,Corvid,8,136
4SD,12,After Flood,Warm,Open,Corvid,2,9
4SD,12,After Flood,Warm,Open,Corvid,2,34
4SD,12,After Flood,Warm,Open,Corvid,4,6
4SD,12,After Flood,Warm,Open,Corvid,5,14
4SD,12,After Flood,Warm,Open,Corvid,12,245
4SD,12,After Flood,Warm,Open,Corvid,4,20
4SD,12,After Flood,Warm,Open,Corvid,17,61
4SD,12,After Flood,Warm,Open,Corvid,6,23
4SD,12,After Flood,Warm,Open,Corvid,4,7
4SD,12,After Flood,Warm,Open,Corvid,7,7
4SD,12,After Flood,Warm,Open,Corvid,2,9
4SD,12,After Flood,Warm,Open,Corvid,1,5
4SD,12,After Flood,Warm,Open,Corvid,4,51
4SD,12,After Flood,Warm,Open,Corvid,3,12
4SD,12,After Flood,Warm,Open,Corvid,4,8
4SD,12,After Flood,Warm,Open,Corvid,7,2
4SD,12,After Flood,Warm,Open,Corvid,6,5
4SD,12,After Flood,Warm,Open,LittleCrow,6,12
4SD,12,After Flood,Warm,Open,LittleCrow,7,182
4SD,12,After Flood,Warm,Open,LittleCrow,6,26
4SD,12,After Flood,Warm,Open,Corvid,7,71
4SD,12,After Flood,Warm,Open,Corvid,2,16
4SD,12,After Flood,Warm,Open,Corvid,5,4
4SD,12,After Flood,Warm,Open,Corvid,1,9
4SD,12,After Flood,Warm,Open,Corvid,2,3
4SD,12,After Flood,Warm,Open,Corvid,1,1
4SD,12,After Flood,Warm,Open,Corvid,2,7
4SD,12,After Flood,Warm,Open,Corvid,3,18
4SD,12,After Flood,Warm,Open,Corvid,1,1
4SD,12,After Flood,Warm,Open,Corvid,4,21
4SD,12,After Flood,Warm,Open,Corvid,5,25
4SD,12,After Flood,Warm,Open,Corvid,5,55
4SD,12,After Flood,Warm,Open,Corvid,12,59
4SD,12,After Flood,Warm,Open,Corvid,1,2
4SD,12,After Flood,Warm,Open,Corvid,1,0
4SD,12,After Flood,Warm,Open,Corvid,2,8
4SD,12,After Flood,Warm,Open,Corvid,1,0
4SD,12,After Flood,Warm,Open,Corvid,5,10
4SD,12,After Flood,Warm,Open,Corvid,4,0
4SD,12,After Flood,Warm,Open,Corvid,3,14
4SD,12,After Flood,Warm,Open,Corvid,2,1
4SD,12,After Flood,Warm,Open,Corvid,2,3
4SD,12,After Flood,Warm,Open,Corvid,1,0
4SD,12,After Flood,Warm,Open,Corvid,2,0
4SD,12,After Flood,Warm,Open,Corvid,2,3
4SD,12,After Flood,Warm,Open,Corvid,6,22
4SD,12,After Flood,Warm,Open,Corvid,5,0
4SD,12,After Flood,Warm,Open,Corvid,3,3
4SD,12,After Flood,Warm,Open,Corvid,6,37
4SD,12,After Flood,Warm,Open,Corvid,2,3
4SD,12,After Flood,Warm,Open,Corvid,5,13
4SD,12,After Flood,Warm,Open,Corvid,5,20
4SD,12,After Flood,Warm,Open,Corvid,11,78
4SD,12,After Flood,Warm,Open,Corvid,10,0
4SD,12,After Flood,Warm,Open,Corvid,2,0
4SD,12,After Flood,Warm,Open,Corvid,4,5
4SD,12,After Flood,Warm,Open,Corvid,5,9
4SD,12,After Flood,Warm,Open,Corvid,2,0
4SD,12,After Flood,Warm,Open,Corvid,3,4
4SD,12,After Flood,Warm,Open,Corvid,1,6
4SD,12,After Flood,Warm,Open,Corvid,5,4
4SD,12,After Flood,Warm,Open,Corvid,4,1
4SD,12,After Flood,Warm,Open,Corvid,3,4
4SD,12,After Flood,Warm,Open,Corvid,3,1
4SD,12,After Flood,Warm,Open,Corvid,4,19
4SD,12,After Flood,Warm,Open,Corvid,2,0
4SD,12,After Flood,Warm,Open,Corvid,2,0
4SD,12,After Flood,Warm,Open,Corvid,1,1
4SD,12,After Flood,Warm,Open,Corvid,1,1
4SD,12,After Flood,Warm,Open,Corvid,4,34
4SD,12,After Flood,Warm,Open,Corvid,4,11
4SD,12,After Flood,Warm,Open,Corvid,1,0
4SD,12,After Flood,Warm,Open,Corvid,1,0
4SD,12,After Flood,Warm,Open,Corvid,1,12
4SD,12,After Flood,Warm,Open,Corvid,2,0
4SD,12,After Flood,Warm,Open,Corvid,3,4
4SD,12,After Flood,Warm,Open,Corvid,2,3
4SD,12,After Flood,Warm,Open,Corvid,2,2
4SD,12,After Flood,Warm,Open,Corvid,2,1
4SD,12,After Flood,Warm,Open,Corvid,1,0
4SD,12,After Flood,Warm,Open,Corvid,3,3
4SD,12,After Flood,Warm,Open,Corvid,3,0
4SD,12,After Flood,Warm,Open,Corvid,1,0
4SD,12,After Flood,Warm,Open,Corvid,2,0
4SD,12,After Flood,Warm,Open,Corvid,3,14
4SD,12,After Flood,Warm,Open,Corvid,2,9
4SD,12,After Flood,Warm,Open,Corvid,2,0
4SD,12,After Flood,Warm,Open,Corvid,5,27
4SD,12,After Flood,Warm,Open,Corvid,6,1
4SD,12,After Flood,Warm,Open,Corvid,5,2
4SD,12,After Flood,Warm,Open,Corvid,2,13
4SD,12,After Flood,Warm,Open,Corvid,2,21
4SD,12,After Flood,Warm,Open,Corvid,5,18
4SD,12,After Flood,Warm,Open,Corvid,2,9
4SD,12,After Flood,Warm,Open,Corvid,1,0
4SD,12,After Flood,Warm,Open,Corvid,1,1
4SD,12,After Flood,Warm,Open,Corvid,3,14
4SD,12,After Flood,Warm,Open,Corvid,4,10
4SD,12,After Flood,Warm,Open,Corvid,1,0
4SD,12,After Flood,Warm,Open,Corvid,3,9
4SD,12,After Flood,Warm,Open,Corvid,2,4
4SD,12,After Flood,Warm,Open,Corvid,4,7
4SD,12,After Flood,Warm,Open,Corvid,1,3
4SD,12,After Flood,Warm,Open,Corvid,2,30
4SD,12,After Flood,Warm,Open,Corvid,1,0
4SD,12,After Flood,Warm,Open,Corvid,1,0
4SD,12,After Flood,Warm,Open,Corvid,9,7
4SD,12,After Flood,Warm,Open,Corvid,2,4
4SD,12,After Flood,Warm,Open,Corvid,2,0
4SD,12,After Flood,Warm,Open,Corvid,4,2
4SD,12,After Flood,Warm,Open,Corvid,1,0
4SD,12,After Flood,Warm,Open,Corvid,5,37
4SD,12,After Flood,Warm,Open,Corvid,1,6
4SD,12,After Flood,Warm,Open,Corvid,2,20
4SD,12,After Flood,Warm,Open,Corvid,1,1
4SD,12,After Flood,Warm,Open,Corvid,1,0
4SD,12,After Flood,Warm,Open,Corvid,1,0
4SD,12,After Flood,Warm,Open,Corvid,1,2
4SD,12,After Flood,Warm,Open,Corvid,1,11
4SD,12,After Flood,Warm,Open,Corvid,1,0
4SD,12,After Flood,Warm,Open,Corvid,3,11
4SD,12,After Flood,Warm,Open,Corvid,13,33
4SD,12,After Flood,Warm,Open,Corvid,5,0
4SD,12,After Flood,Warm,Open,Corvid,1,0
4SD,12,After Flood,Warm,Open,Corvid,3,9
4SD,12,After Flood,Warm,Open,Corvid,1,1
4SD,12,After Flood,Warm,Open,Corvid,7,20
4SD,12,After Flood,Warm,Open,Corvid,5,21
4SD,12,After Flood,Warm,Open,Corvid,2,8
4SD,12,After Flood,Warm,Open,Corvid,2,12
4SD,12,After Flood,Warm,Open,Corvid,2,7
4SD,12,After Flood,Warm,Open,Corvid,2,18
4SD,12,After Flood,Warm,Open,Corvid,2,12
4SD,12,After Flood,Warm,Open,Corvid,1,3
4SD,12,After Flood,Warm,Open,Corvid,2,5
4SD,12,After Flood,Warm,Open,Corvid,1,5
4SD,12,After Flood,Warm,Open,Corvid,1,0
4SD,12,After Flood,Warm,Open,Corvid,2,8
4SD,12,After Flood,Warm,Open,Corvid,3,27
4SD,12,After Flood,Warm,Open,Corvid,2,10
4SD,12,After Flood,Warm,Open,Corvid,6,6
